,id,v1x,v1y,v2x,v2y,isCorrect
64,0,2928,2160,3024,2064,1
65,0,2928,2768,2912,2528,1
66,0,2928,2768,2912,2528,1
67,0,4144,2160,4160,2400,1
68,0,4144,2768,4032,2880,1
69,0,3472,3088,3352,3080,1
70,0,3120,2960,2704,3376,1
71,0,3120,2960,2704,3376,1
72,0,3056,2896,2928,2768,1
73,0,3232,3072,3120,2960,1
74,0,2640,3312,3056,2896,1
75,0,2640,3312,3056,2896,1
76,12,3600,1920,3472,1920,1
77,12,3600,1920,3472,1920,1
78,0,3472,1920,3472,1952,1
79,0,3600,1952,3600,1920,1
80,0,3600,1920,3600,1872,1
81,0,3600,1920,3600,1872,1
82,0,2992,2400,2944,2400,1
83,0,2992,2400,2944,2400,1
84,0,3024,2400,2992,2400,1
85,0,2992,2528,3024,2528,1
86,9,2992,2400,2992,2528,1
87,9,2992,2400,2992,2528,1
88,10,3472,3008,3600,3008,1
89,10,3472,3008,3600,3008,1
90,0,3600,3008,3600,2976,1
91,0,3472,2976,3472,3008,1
92,0,3472,3008,3472,3056,1
93,0,3472,3008,3472,3056,1
94,0,4080,2528,4128,2528,1
95,0,4080,2528,4128,2528,1
96,0,4048,2528,4080,2528,1
97,0,4080,2400,4048,2400,1
98,11,4080,2528,4080,2400,1
99,11,4080,2528,4080,2400,1
100,0,3760,2528,3728,2528,1
101,0,3472,2688,3472,2656,1
102,0,3312,2400,3344,2400,1
103,0,3728,2400,3760,2400,1
104,19,3760,2400,3760,2528,1
105,19,3600,2688,3472,2688,1
106,0,3600,2656,3600,2688,1
107,0,3344,2528,3312,2528,1
108,19,3312,2528,3312,2400,1
109,0,3600,2240,3600,2272,1
110,19,3472,2240,3600,2240,1
111,69,3600,2400,3600,2528,1
112,3,3472,2400,3600,2400,1
113,69,3600,2528,3472,2528,1
114,3,3472,2528,3472,2400,1
115,0,3106,1986,3232,1856,1
116,0,3952,1968,4208,1712,1
117,0,2403,1840,3106,1986,1
118,0,2403,1840,3106,1986,1
119,0,4016,2032,4144,2160,1
120,0,2403,1840,64,1888,1
121,0,2403,1840,64,1888,1
122,0,2403,1840,64,1888,1
123,0,4032,2880,4176,3024,1
124,0,5032,1792,4256,1792,1
125,0,3024,2064,2403,1840,1
126,0,3024,2064,2403,1840,1
127,0,3024,2064,2403,1840,1
128,0,3024,2064,2403,1840,1
129,0,3840,3072,3600,3088,1
130,0,3968,2944,3840,3072,1
131,0,4128,3104,3968,2944,1
132,0,4128,3104,3968,2944,1
133,0,5240,1392,5232,1184,1
134,0,3024,2064,3106,1986,1
135,0,3024,2064,3106,1986,1
136,0,4032,2880,3968,2944,1
137,0,4032,2880,3968,2944,1
138,0,5024,3104,4128,3104,1
139,0,2640,3312,2704,3376,1
140,0,2640,3312,2704,3376,1
141,0,3120,2960,3056,2896,1
142,0,3120,2960,3056,2896,1
143,0,3952,1968,4016,2032,1
144,0,3952,1968,4016,2032,1
145,0,5032,1792,5032,1712,1
146,0,5032,1792,5032,1712,1
147,0,2640,3312,2672,4000,1
148,0,2672,4000,3392,4744,1
149,0,3392,4744,4408,4672,1
150,0,5016,4736,5024,4760,1
151,0,5536,4752,5024,3104,1
152,0,5536,4752,5024,3104,1
153,0,4408,4672,5016,4736,1
154,0,4176,3024,5024,3024,1
155,0,4176,3024,5024,3024,1
156,0,4256,1792,4016,2032,1
157,0,4256,1792,4016,2032,1
158,0,4208,1712,5032,1712,1
159,0,4208,1712,5032,1712,1
160,0,5064,1792,5240,1392,1
161,0,5064,1792,5240,1392,1
162,0,528,3232,1584,3396,1
163,0,528,3232,1584,3396,1
164,0,528,3232,1584,3396,1
165,0,64,1888,96,1992,1
166,0,64,1888,96,1992,1
167,0,80,1760,64,1888,1
168,0,80,1760,64,1888,1
169,0,80,1760,64,1888,1
170,0,2403,1840,80,1760,1
171,0,5024,3104,5096,2368,1
172,67,5096,2368,5104,2304,1
173,0,1520,1888,64,1888,1
174,0,1520,1888,64,1888,1
175,0,1520,1888,64,1888,1
176,0,2032,2528,2912,2528,1
177,0,2032,2528,2912,2528,1
178,0,96,1992,1488,2016,1
179,0,2912,2400,2032,2400,1
180,0,2032,2400,1520,1888,1
181,0,1488,2016,1936,2464,1
182,0,1936,2464,1584,2816,1
183,0,1584,2816,1584,3136,1
184,0,1584,2816,1584,3136,1
185,0,1712,2848,2032,2528,1
186,0,96,1992,1584,3328,1
187,0,96,1992,1584,3328,1
188,0,96,1992,1584,3328,1
189,0,5240,1392,5413,979,1
190,14,8001,2208,8064,2208,1
191,0,8545,2208,8545,2752,1
192,0,8545,2752,8001,2752,1
193,0,8001,2752,8001,2208,1
194,0,8033,2240,8033,2720,1
195,0,8033,2720,8513,2720,1
196,0,8513,2240,8096,2240,1
197,0,8049,2640,8049,2704,1
198,0,8049,2704,8113,2704,1
199,0,8113,2704,8113,2640,1
200,0,8113,2640,8049,2640,1
201,0,8433,2640,8433,2704,1
202,0,8433,2704,8497,2704,1
203,0,8497,2704,8497,2640,1
204,0,8497,2640,8433,2640,1
205,0,8497,2256,8433,2256,1
206,0,8497,2320,8497,2256,1
207,0,8433,2320,8497,2320,1
208,0,8433,2256,8433,2320,1
209,0,8049,2256,8049,2320,1
210,0,8049,2320,8113,2320,1
211,0,8113,2320,8113,2256,1
212,0,8113,2256,8049,2256,1
213,0,8513,2720,8513,2240,1
214,0,8360,2408,8272,2552,1
215,0,8272,2552,8184,2408,1
216,13,8184,2408,8360,2408,1
217,14,8104,2368,8440,2368,1
218,0,8272,2632,8104,2368,1
219,0,8440,2368,8272,2632,1
220,14,8096,2240,8033,2240,1
221,0,8232,2792,8296,2792,1
222,0,8296,2792,8296,2856,1
223,0,8296,2856,8232,2856,1
224,0,8232,2856,8232,2792,1
225,0,8608,2440,8672,2440,1
226,0,8672,2440,8672,2504,1
227,0,8672,2504,8608,2504,1
228,0,8608,2504,8608,2440,1
229,0,8248,2168,8248,2104,1
230,0,8312,2168,8248,2168,1
231,0,8312,2104,8312,2168,1
232,0,8248,2104,8312,2104,1
233,0,7880,2448,7944,2448,1
234,0,7944,2448,7944,2512,1
235,0,7944,2512,7880,2512,1
236,0,7880,2512,7880,2448,1
237,0,3472,1952,3472,2032,1
238,0,3472,1952,3472,2032,1
239,0,3472,2032,3376,2032,1
240,0,3472,2032,3376,2032,1
241,0,3376,1952,3376,2032,1
242,0,3376,1952,3376,2032,1
243,0,3376,1952,3280,1952,1
244,0,3376,2032,3312,2032,1
245,0,3376,2032,3312,2032,1
246,0,3256,1976,3312,2032,1
247,0,3256,1976,3312,2032,1
248,0,3968,2400,3968,2320,1
249,0,3968,2400,3968,2320,1
250,0,4048,2400,3968,2400,1
251,0,4048,2400,3968,2400,1
252,0,4048,2400,4048,2320,1
253,0,3968,2320,3968,2248,1
254,0,3968,2320,3968,2248,1
255,0,4048,2320,4048,2248,1
256,0,4048,2320,3968,2320,1
257,0,4048,2320,3968,2320,1
258,0,3968,2248,3952,2224,1
259,0,3968,2248,3952,2224,1
260,0,4048,2248,4048,2204,1
261,0,4048,2248,3968,2248,1
262,0,4048,2248,3968,2248,1
263,0,4048,2204,4008,2167,1
264,0,4048,2536,4048,2528,1
265,0,4048,2536,4048,2528,1
266,0,3872,2896,4048,2719,1
267,0,3792,1952,3696,1952,1
268,0,3600,2976,3680,2976,1
269,0,3600,2976,3600,2896,1
270,0,3600,2976,3600,2896,1
271,0,3600,2896,3680,2896,1
272,0,3600,2896,3680,2896,1
273,0,3680,2976,3680,2896,1
274,0,3680,2976,3680,2896,1
275,0,3680,2976,3768,2976,1
276,0,3680,2896,3768,2896,1
277,0,3680,2896,3768,2896,1
278,0,3792,2976,3872,2896,1
279,0,3768,2976,3768,2896,1
280,0,3768,2976,3768,2896,1
281,0,3768,2976,3792,2976,1
282,0,3768,2896,3816,2848,1
283,0,3768,2896,3816,2848,1
284,3,3872,2896,3816,2848,1
285,3,3872,2896,3816,2848,1
286,0,3104,2528,3104,2608,1
287,0,3104,2528,3104,2608,1
288,0,3024,2528,3104,2528,1
289,0,3024,2528,3104,2528,1
290,0,3024,2528,3024,2608,1
291,0,3104,2608,3104,2680,1
292,0,3104,2608,3104,2680,1
293,0,3024,2608,3024,2680,1
294,0,3024,2608,3104,2608,1
295,0,3024,2608,3104,2608,1
296,0,3104,2680,3120,2704,1
297,0,3104,2680,3120,2704,1
298,0,3024,2680,3024,2719,1
299,0,3024,2680,3104,2680,1
300,0,3024,2680,3104,2680,1
301,0,3024,2719,3064,2760,1
302,0,3312,2032,3241,2104,1
303,0,3312,2032,3241,2104,1
304,0,3256,1976,3185,2048,1
305,0,3185,2048,3121,2112,1
306,0,3241,2104,3177,2168,1
307,0,3241,2104,3177,2168,1
308,0,3121,2112,3177,2168,1
309,0,3121,2112,3177,2168,1
310,0,3185,2048,3241,2104,1
311,0,3185,2048,3241,2104,1
312,0,3888,2160,3824,2096,1
313,0,3888,2160,3824,2096,1
314,0,3944,2104,3888,2160,1
315,0,3944,2104,3888,2160,1
316,0,3944,2104,3880,2040,1
317,0,3880,2040,3824,2096,1
318,0,3880,2040,3824,2096,1
319,0,3816,1976,3792,1952,1
320,0,3816,1976,3760,2032,1
321,0,3816,1976,3760,2032,1
322,0,4008,2167,3944,2104,1
323,0,4008,2167,3952,2224,1
324,0,4008,2167,3952,2224,1
325,0,3952,2224,3888,2160,1
326,0,3952,2224,3888,2160,1
327,0,3760,2032,3696,2032,1
328,0,3760,2032,3696,2032,1
329,0,4048,2528,3968,2528,1
330,0,3056,2176,3112,2232,1
331,0,3056,2176,3112,2232,1
332,0,3177,2168,3112,2232,1
333,0,3177,2168,3112,2232,1
334,0,3121,2112,3056,2176,1
335,0,3112,2232,3104,2240,1
336,0,3112,2232,3104,2240,1
337,0,3024,2207,3024,2240,1
338,0,3248,2832,3312,2896,1
339,0,3248,2832,3312,2896,1
340,0,3192,2888,3256,2952,1
341,0,3192,2888,3248,2832,1
342,0,3192,2888,3248,2832,1
343,0,3128,2824,3192,2888,1
344,0,3184,2768,3248,2832,1
345,0,3184,2768,3248,2832,1
346,0,3128,2824,3184,2768,1
347,0,3128,2824,3184,2768,1
348,0,3120,2704,3184,2768,1
349,0,3120,2704,3184,2768,1
350,0,3064,2760,3128,2824,1
351,0,3064,2760,3120,2704,1
352,0,3064,2760,3120,2704,1
353,0,3816,2848,3868,2796,1
354,0,3868,2796,3664,2592,1
355,0,3868,2796,3664,2592,1
356,4,3664,2592,3600,2656,1
357,1,3744,2276,3712,2276,1
358,0,3712,2276,3712,2268,1
359,0,6864,4640,7184,4320,1
360,0,7184,4320,7184,4032,1
361,0,7184,3680,6864,3360,1
362,0,6864,3360,6576,3360,1
363,0,6224,3360,5904,3680,1
364,0,5904,3680,5904,3968,1
365,0,5904,4328,6224,4640,1
366,0,6224,4640,6512,4640,1
367,19,6512,3968,6576,3968,1
368,19,6576,4032,6512,4032,1
369,0,6384,2592,6416,2592,1
370,6,6352,2592,6352,2528,1
371,0,6416,2592,6416,2528,1
372,0,6416,2592,6416,2528,1
373,6,6352,2528,6384,2528,1
374,6,6352,2528,6384,2528,1
375,0,6416,4192,6416,4128,1
376,0,6416,4128,6352,4128,1
377,0,6416,4128,6352,4128,1
378,0,6224,3104,6864,3104,1
379,0,7184,2784,7184,2144,1
380,0,6864,3104,7000,2968,1
381,0,5904,2784,6040,2920,1
382,0,5904,2144,5904,2784,1
383,0,6224,1824,5904,2144,1
384,0,6864,1824,6576,1824,1
385,0,7184,2144,6864,1824,1
386,45,8272,4000,8208,4000,1
387,45,8208,4000,8208,3968,1
388,45,8208,4000,8208,3968,1
389,0,7920,4608,8160,4608,1
390,0,7920,4608,8160,4608,1
391,0,7600,4288,7664,4352,1
392,0,7600,3648,7600,3904,1
393,0,7920,3328,7856,3392,1
394,0,8560,3328,8304,3328,1
395,0,8880,3648,8816,3584,1
396,0,8880,4288,8880,4032,1
397,0,8560,4608,8624,4544,1
398,0,8336,4064,8368,4064,1
399,0,8336,4064,8368,4064,1
400,0,8368,4064,8368,4096,1
401,0,8368,4096,8336,4096,1
402,0,8368,4096,8336,4096,1
403,0,8336,4096,8336,4064,1
404,0,8112,4096,8112,4064,1
405,0,8112,4096,8112,4064,1
406,0,8144,4096,8112,4096,1
407,0,8144,4064,8144,4096,1
408,0,8144,4064,8144,4096,1
409,0,8112,4064,8144,4064,1
410,0,8112,3840,8144,3840,1
411,0,8112,3840,8144,3840,1
412,0,8144,3840,8144,3872,1
413,0,8144,3872,8112,3872,1
414,0,8144,3872,8112,3872,1
415,0,8112,3872,8112,3840,1
416,0,8336,3840,8368,3840,1
417,0,8368,3840,8368,3872,1
418,0,8368,3840,8368,3872,1
419,0,8368,3872,8336,3872,1
420,0,8336,3872,8336,3840,1
421,0,8336,3872,8336,3840,1
422,0,8224,3616,8256,3616,1
423,0,8256,3616,8256,3648,1
424,0,8256,3616,8256,3648,1
425,0,8256,3648,8224,3648,1
426,0,8224,3648,8224,3616,1
427,0,8224,4288,8256,4288,1
428,0,8256,4288,8256,4320,1
429,0,8256,4320,8224,4320,1
430,0,8224,4320,8224,4288,1
431,0,8224,4320,8224,4288,1
432,0,8560,3952,8592,3952,1
433,0,8592,3952,8592,3984,1
434,0,8592,3984,8560,3984,1
435,0,8592,3984,8560,3984,1
436,0,8560,3984,8560,3952,1
437,0,7888,3952,7920,3952,1
438,0,7888,3952,7920,3952,1
439,0,7920,3952,7920,3984,1
440,0,7920,3984,7888,3984,1
441,0,7888,3984,7888,3952,1
442,20,8288,3920,8304,3968,1
443,20,8288,4016,8240,4032,1
444,20,8192,4016,8176,3968,1
445,20,8240,4032,8192,4016,1
446,20,8304,3968,8288,4016,1
447,20,8176,3968,8192,3920,1
448,20,8176,3968,8192,3920,1
449,0,6024,2680,6080,2680,1
450,0,6024,2680,6080,2680,1
451,7,6080,2624,6080,2680,1
452,7,6080,2624,6080,2680,1
453,0,6080,2624,6024,2624,1
454,0,6024,2624,6024,2680,1
455,25,8304,3328,8256,3648,1
456,25,8304,3328,8256,3648,1
457,0,8224,3648,8176,3328,1
458,0,8224,3648,8176,3328,1
459,0,8176,3328,7920,3328,1
460,0,8304,3328,8272,3328,1
461,23,8816,3584,8368,3872,1
462,23,8816,3584,8368,3872,1
463,0,8336,3840,8624,3392,1
464,0,8336,3840,8624,3392,1
465,0,8624,3392,8560,3328,1
466,0,8816,3584,8624,3392,1
467,0,8816,3584,8624,3392,1
468,26,7856,3392,8144,3840,1
469,26,7856,3392,8144,3840,1
470,0,8112,3872,7664,3584,1
471,0,8112,3872,7664,3584,1
472,0,8880,3904,8880,3648,1
473,0,8816,4352,8880,4288,1
474,0,8280,4464,8304,4464,1
475,0,7856,4544,7920,4608,1
476,0,7600,4032,7600,4288,1
477,0,7664,3584,7600,3648,1
478,0,8880,4032,8880,3904,1
479,0,8880,4032,8880,3904,1
480,0,8624,4544,8816,4352,1
481,0,8624,4544,8816,4352,1
482,0,8200,4464,8280,4464,1
483,0,8200,4464,8280,4464,1
484,0,7664,4352,7856,4544,1
485,0,7664,4352,7856,4544,1
486,0,7600,3904,7600,4032,1
487,0,7600,3904,7600,4032,1
488,0,7856,3392,7664,3584,1
489,0,7856,3392,7664,3584,1
490,28,7600,3904,7920,3952,1
491,28,7600,3904,7920,3952,1
492,0,7920,3984,7600,4032,1
493,0,7920,3984,7600,4032,1
494,30,8560,3952,8880,3904,1
495,30,8560,3952,8880,3904,1
496,0,8880,4032,8560,3984,1
497,0,8880,4032,8560,3984,1
498,24,8368,4064,8816,4352,1
499,24,8368,4064,8816,4352,1
500,0,8624,4544,8336,4096,1
501,0,8624,4544,8336,4096,1
502,27,8256,4288,8280,4464,1
503,27,8256,4288,8280,4464,1
504,65,8200,4464,8224,4288,1
505,65,8200,4464,8224,4288,1
506,22,7664,4352,8112,4064,1
507,22,7664,4352,8112,4064,1
508,0,8144,4096,7856,4544,1
509,0,8144,4096,7856,4544,1
510,0,6576,4672,6512,4672,1
511,0,6576,4672,6512,4672,1
512,0,6576,4672,6576,4640,1
513,0,6576,4672,6576,4640,1
514,0,6512,4640,6512,4672,1
515,0,6512,4640,6512,4672,1
516,0,6576,4640,6864,4640,1
517,0,6512,4640,6576,4640,1
518,0,6512,4640,6576,4640,1
519,0,6368,4816,6720,4816,1
520,0,6720,4816,6704,4672,1
521,0,6720,4816,6704,4672,1
522,0,6720,4816,6704,4672,1
523,0,6512,4672,6384,4672,1
524,0,6512,4672,6384,4672,1
525,0,6704,4672,6576,4672,1
526,0,6384,4672,6368,4816,1
527,0,6352,4832,6736,4832,1
528,0,6736,4832,6720,4752,1
529,0,6384,4672,6352,4832,1
530,0,6736,4192,6576,4576,1
531,0,6576,4576,6512,4576,1
532,0,6512,4576,6352,4192,1
533,0,6512,4576,6352,4192,1
534,0,5968,3968,6352,3808,1
535,0,5968,3968,6352,3808,1
536,0,5968,4032,5968,3968,1
537,0,6352,4192,5968,4032,1
538,0,6352,3808,6512,3424,1
539,0,6512,3424,6576,3424,1
540,0,6576,3424,6736,3808,1
541,0,6576,3424,6736,3808,1
542,0,7120,4032,6736,4192,1
543,0,7120,4032,6736,4192,1
544,0,7120,3968,7120,4032,1
545,0,6736,3808,7120,3968,1
546,0,7184,3968,7184,3680,1
547,0,6512,3360,6224,3360,1
548,0,5904,4032,5904,4328,1
549,0,7184,4032,7184,3968,1
550,0,7184,4032,7184,3968,1
551,0,5904,3968,5904,4032,1
552,0,5904,3968,5904,4032,1
553,0,5904,3968,5872,3968,1
554,0,5904,3968,5872,3968,1
555,0,5872,4032,5904,4032,1
556,0,5872,4032,5904,4032,1
557,0,5872,4256,5872,4032,1
558,0,5872,3968,5872,3808,1
559,0,5872,3968,5872,3808,1
560,0,5872,4032,5872,3968,1
561,0,5872,4032,5872,3968,1
562,0,5872,3808,5792,3808,1
563,0,5872,3808,5792,3808,1
564,0,5712,4256,5872,4256,1
565,0,5712,4256,5872,4256,1
566,0,5712,3808,5712,4256,1
567,0,5872,3808,5728,3824,1
568,0,5728,4240,5872,4256,1
569,0,5728,4240,5872,4256,1
570,0,5728,3824,5728,4240,1
571,0,6384,3328,6512,3328,1
572,0,6576,3328,6736,3328,1
573,0,6576,3328,6736,3328,1
574,0,6736,3328,6752,3232,1
575,0,6368,3152,6384,3328,1
576,0,6368,3152,6384,3328,1
577,0,6752,3152,6368,3152,1
578,0,6736,3328,6736,3168,1
579,0,6736,3168,6384,3168,1
580,0,6576,3360,6576,3328,1
581,0,6576,3360,6576,3328,1
582,0,6512,3328,6512,3360,1
583,0,6512,3328,6512,3360,1
584,4,6512,3328,6576,3328,1
585,4,6512,3328,6576,3328,1
586,0,7384,4184,7384,3808,1
587,0,7384,3808,7296,3808,1
588,0,7216,4192,7384,4184,1
589,0,7216,3968,7184,3968,1
590,0,7216,3968,7184,3968,1
591,0,7184,4032,7216,4032,1
592,0,7184,4032,7216,4032,1
593,4,7216,3968,7216,4032,1
594,4,7216,3968,7216,4032,1
595,0,7368,4168,7368,3824,1
596,0,7368,3824,7216,3808,1
597,0,7368,3824,7216,3808,1
598,0,7368,3824,7216,3808,1
599,0,7216,4192,7368,4168,1
600,0,7216,4032,7216,4192,1
601,0,7216,4032,7216,4192,1
602,0,7216,3808,7216,3968,1
603,0,6576,3360,6512,3360,1
604,0,6576,3360,6512,3360,1
605,0,6384,3168,6384,3328,1
606,0,6384,3168,6384,3328,1
607,0,6352,3808,6416,3808,1
608,0,6352,3808,6416,3808,1
609,5,6352,4192,6352,4128,1
610,5,6352,4192,6352,4128,1
611,0,6656,4176,6656,4144,1
612,0,6656,4176,6656,4144,1
613,0,6423,3887,6392,3896,1
614,0,5872,4256,5864,4000,1
615,0,5864,4000,5872,3808,1
616,0,5864,4000,5872,3808,1
617,0,7216,3808,7224,4000,1
618,0,7224,4000,7216,4192,1
619,0,7224,4000,7216,4192,1
620,0,6704,4672,6544,4680,1
621,0,6544,4680,6384,4672,1
622,0,6544,4680,6384,4672,1
623,0,6384,3328,6544,3320,1
624,0,6544,3320,6736,3328,1
625,0,6544,3320,6736,3328,1
626,0,6624,4176,6656,4176,1
627,0,6432,3824,6432,3856,1
628,0,6432,3824,6432,3856,1
629,0,6392,3896,6392,3960,1
630,0,6696,4104,6696,4048,1
631,0,6464,4176,6496,4176,1
632,0,6624,3824,6576,3824,1
633,0,6656,3824,6624,3824,1
634,0,6656,3824,6624,3824,1
635,0,6665,4113,6696,4104,1
636,0,6422,4114,6432,4144,1
637,0,6665,3887,6656,3856,1
638,0,6464,3824,6464,3856,1
639,0,6464,3856,6432,3856,1
640,0,6464,3856,6432,3856,1
641,0,6464,3824,6432,3824,1
642,0,6432,3856,6423,3887,1
643,0,6656,3856,6624,3856,1
644,0,6624,3856,6624,3824,1
645,0,6624,3856,6624,3824,1
646,0,6656,3856,6656,3824,1
647,0,6696,3896,6665,3887,1
648,0,6624,4144,6656,4144,1
649,0,6624,4144,6656,4144,1
650,0,6624,4176,6624,4144,1
651,0,6656,4144,6665,4113,1
652,0,6432,4144,6432,4176,1
653,0,6464,4144,6464,4176,1
654,0,6464,4144,6464,4176,1
655,0,6432,4144,6464,4144,1
656,0,6432,4144,6464,4144,1
657,0,6432,4176,6464,4176,1
658,0,6432,4176,6464,4176,1
659,0,6392,4104,6422,4114,1
660,0,6576,3824,6576,3808,1
661,0,6576,3824,6576,3808,1
662,0,6512,3808,6512,3824,1
663,0,6512,3808,6512,3824,1
664,0,6576,3808,6592,3784,1
665,0,6512,3824,6464,3824,1
666,0,6512,3808,6576,3808,1
667,0,6512,3808,6576,3808,1
668,0,6576,3824,6512,3824,1
669,0,6576,3824,6512,3824,1
670,5,6416,4192,6352,4192,1
671,5,6416,4192,6352,4192,1
672,0,6352,4128,6352,4064,1
673,0,6352,3872,6416,3872,1
674,0,6416,3872,6416,3808,1
675,0,6416,3872,6416,3808,1
676,0,6352,3872,6352,3808,1
677,0,6352,3872,6352,3808,1
678,0,6416,3808,6464,3808,1
679,0,7232,4088,7296,4152,1
680,0,7296,4152,7232,4152,1
681,0,7232,4152,7232,4088,1
682,0,6672,3808,6736,3808,1
683,0,6672,3808,6736,3808,1
684,0,6672,3872,6736,3872,1
685,0,6672,3872,6736,3872,1
686,0,6672,3808,6672,3872,1
687,0,6736,3808,6736,3872,1
688,0,6736,3808,6736,3872,1
689,0,6736,3872,6736,3920,1
690,0,6736,4192,6672,4192,1
691,0,6736,4192,6672,4192,1
692,0,6736,4128,6672,4128,1
693,0,6672,4128,6672,4192,1
694,0,6672,4128,6672,4192,1
695,0,6736,4128,6736,4192,1
696,0,6736,4128,6736,4192,1
697,0,6672,4192,6664,4192,1
698,0,6608,3784,6624,3808,1
699,0,6496,3784,6512,3808,1
700,0,6592,3784,6608,3784,1
701,0,6592,3784,6608,3784,1
702,0,6464,3808,6480,3784,1
703,0,6624,3808,6672,3808,1
704,0,6480,3784,6496,3784,1
705,0,6656,3256,6720,3256,1
706,0,6720,3256,6720,3320,1
707,0,6720,3320,6656,3320,1
708,0,6656,3320,6656,3256,1
709,0,6000,2720,6000,2592,1
710,0,6800,1920,7088,2208,1
711,0,7088,2208,7088,2360,1
712,0,6288,3008,6184,2904,1
713,0,6800,3008,6288,3008,1
714,0,6288,1920,6344,1920,1
715,0,7088,2720,6984,2824,1
716,0,6000,2208,6288,1920,1
717,0,6000,2592,6168,2592,1
718,0,6320,2656,6384,2592,1
719,0,6320,2464,6256,2464,1
720,0,6000,2528,6000,2480,1
721,55,6000,2592,6000,2528,1
722,55,6000,2592,6000,2528,1
723,0,6192,2528,6168,2528,1
724,0,6192,2592,6256,2656,1
725,0,6256,2464,6192,2528,1
726,0,6256,2464,6192,2528,1
727,0,6384,2528,6320,2464,1
728,0,6256,2656,6320,2656,1
729,55,6192,2592,6192,2528,1
730,55,6192,2592,6192,2528,1
731,6,6384,2592,6352,2592,1
732,0,6416,2528,6384,2528,1
733,0,6416,2528,6384,2528,1
734,33,6736,3968,6736,4032,1
735,0,6616,4192,6576,4192,1
736,0,6352,3936,6352,3872,1
737,0,6760,3952,6736,3968,1
738,0,6632,4216,6616,4192,1
739,0,6328,3952,6352,3936,1
740,0,6760,3936,6760,3952,1
741,0,6760,3936,6760,3952,1
742,0,6648,4216,6632,4216,1
743,0,6328,3968,6328,3952,1
744,0,6328,3968,6328,3952,1
745,0,6736,3920,6760,3936,1
746,0,6664,4192,6648,4216,1
747,0,6352,3984,6328,3968,1
748,0,6328,4048,6328,4032,1
749,35,6352,4016,6352,3984,1
750,0,6352,4064,6328,4048,1
751,0,6328,4032,6352,4016,1
752,0,6736,4080,6736,4088,1
753,0,6760,4064,6736,4080,1
754,0,6760,4048,6760,4064,1
755,0,6760,4048,6760,4064,1
756,0,6736,4032,6760,4048,1
757,0,6424,4192,6416,4192,1
758,0,6440,4216,6424,4192,1
759,0,6456,4216,6440,4216,1
760,0,6456,4216,6440,4216,1
761,0,6472,4192,6456,4216,1
762,0,6760,3936,6824,3976,1
763,0,6824,3976,6824,4024,1
764,0,6824,4024,6760,4064,1
765,0,6824,4024,6760,4064,1
766,0,6520,3720,6568,3720,1
767,0,6568,3720,6608,3784,1
768,0,6568,3720,6608,3784,1
769,0,6480,3784,6520,3720,1
770,0,6272,3984,6328,3952,1
771,0,6272,3984,6328,3952,1
772,0,6328,4048,6272,4016,1
773,0,6272,4016,6272,3984,1
774,0,6648,4216,6584,4320,1
775,0,6584,4320,6568,4320,1
